Exterior:
-281.98375597138113, 409.9046560664257
-282.0226259580917, 409.9592805961566
-282.11088714600066, 410.06648981431107
-282.12163779419814, 410.0816813940773
-282.20781629827127, 410.17726768797934
-282.21087717276964, 410.1801232309666
-282.2136048482505, 410.18318209762674
-282.268554669334, 410.24407454335164
-282.37752435677623, 410.35002220310275
-282.43311003452493, 410.40044298010866
-282.4780260028655, 410.44407187740757
-282.52761945789734, 410.4890253477399
-282.60176335037715, 410.5483437212627
-282.6643152604464, 410.6050076557493
-282.7719817655212, 410.69090306764383
-282.78134246590776, 410.697943052463
-282.8984602359768, 410.78636613662445
-282.919554868378, 410.8004353632448
-282.9399256042673, 410.81585000806643
-283.08254241471343, 410.91092793218235
-283.1245375526471, 410.9426596423303
-283.23119778207786, 411.0107084273378
-283.27290726331876, 411.0384899948723
-283.31789666726434, 411.06717460524686
-283.4295059503777, 411.1298104766394
-283.48442573707996, 411.16486872592395
-283.60029494315324, 411.22987399000027
-283.6594467093639, 411.26191130759076
-283.7835801216378, 411.3291372794053
-283.829181454837, 411.3507663203819
-283.8733626317131, 411.3746753039222
-284.04549331093347, 411.4562061691213
-284.0757421422675, 411.4705504181413
-284.0766023688724, 411.47096098796857
-284.26005762514535, 411.5554131106301
-284.2923822143837, 411.5703035755918
-284.4447506866185, 411.6311841994237
-284.5589415098741, 411.6768271952881
-284.5846939557721, 411.6886672004457
-284.7192152167729, 411.7411679255888
-284.8408817852692, 411.7886436016909
-284.9161337303034, 411.8138573749664
-284.93721406675684, 411.8220663334624
-284.9949005915803, 411.84095555787064
-285.1915937285978, 411.90679814406496
-285.40097572089314, 411.97537605538423
-285.41216965737794, 411.97913822502477
-285.4240950108166, 411.9830217748912
-285.6194178168407, 412.03709436566265
-285.72190238870064, 412.06547356521475
-285.7415954881694, 412.0719470079599
-285.92864268750907, 412.12273078873335
-286.0378142688105, 412.1523401899401
-286.1468340328663, 412.17676374299293
-286.16678845271747, 412.18220422401646
-286.26179105149936, 412.2032240047705
-286.46288911108024, 412.2483208068229
-286.67730757490233, 412.2956539861429
-286.6927260162846, 412.2990562081914
-286.7079540978947, 412.30169891004766
-286.7117301855901, 412.3025642543394
-286.93441601338213, 412.34159295412115
-287.1678546764888, 412.38222376234893
-287.2502507836873, 412.3966760989923
-287.33830055454973, 412.41199399559997
-287.66647506993695, 412.45437033682185
-287.6812837678599, 412.4569504877421
-288.01645536480737, 412.50056121456976
-288.0604537759616, 412.50431984642114
-288.35002468772586, 412.52897222370683
-288.35365308935707, 412.5294456127752
-288.3969614810085, 412.53329140697184
-288.6908588868614, 412.55924387634053
-288.70728916394387, 412.5600338050457
-288.88185877425076, 412.56740881302596
-289.06930111569136, 412.5763586887286
-289.23138587029064, 412.5832137524763
-289.36043237469846, 412.5893820378722
-289.40591552163914, 412.58979737265435
-289.5746342351131, 412.58979757250347
-289.75648907223785, 412.5914800618677
-289.9251496643253, 412.59148084721096
-290.00092114900895, 412.5921742505059
-290.10697765596467, 412.588966360559
-290.28442305081626, 412.5835969374117
-290.4481820330393, 412.5766673327577
-290.51232714744515, 412.5747051683046
-290.6841693054838, 412.56745135447375
-290.80528689359573, 412.5586865296565
-291.09509878383005, 412.5340163955521
-291.3264650919907, 412.51723082815937
-291.3682315752229, 412.5136651094781
-291.45106839458685, 412.5041143111438
-291.49587398668973, 412.49895036211365
-291.72074157392717, 412.47301693594875
-292.0458088059959, 412.431032256308
-292.17386754785787, 412.4105898312534
-292.257175657788, 412.3959866902543
-292.34876562460056, 412.38138454890515
-292.5685286534605, 412.3428597088947
-292.69613835013877, 412.32248097800465
-292.70941027947003, 412.32016570059517
-292.82059554165414, 412.29728674013575
-292.83461676802654, 412.2943788322634
-293.03432485929466, 412.2495888899048
-293.2457685485458, 412.20607306534407
-293.3515953244149, 412.18238414563876
-293.3610837063926, 412.1799721188968
-293.47409556618493, 412.151180033867
-293.5881174832708, 412.1221351772053
-293.69025019789603, 412.09383556954054
-293.7751012953687, 412.07220357855863
-293.9654072906328, 412.0195169905996
-294.0875026380379, 411.98192543669006
-294.0997909770333, 411.97779895272265
-294.11360936587505, 411.9735455338927
-294.30635238869354, 411.9090243041854
-294.47254721951947, 411.8578885297274
-294.544889293722, 411.8336476809577
-294.593170160887, 411.8159818005138
-294.6706472861762, 411.78767715166293
-294.7835410026561, 411.7425917963878
-294.91192095604345, 411.69559970343585
-295.05957232531216, 411.6365942491163
-295.0854956436531, 411.6271534606971
-295.2191562773095, 411.5695270236485
-295.2496890530924, 411.55505833373735
-295.2849169412192, 411.539826297807
-295.4525897415381, 411.4603576223608
-295.4960639407543, 411.4397436319683
-295.5855134537612, 411.4012069602515
-295.6818863707292, 411.35237952086845
-295.72844413049586, 411.32873998695777
-295.82527410611715, 411.2796435548328
-295.9389107822276, 411.21592769366356
-295.97170295411604, 411.19628469449134
-296.0794185255779, 411.13584020381177
-296.19450369071365, 411.0669292186741
-296.23567843134185, 411.03946724187324
-296.2845353195953, 411.01024558091603
-296.4229810862299, 410.9179852180222
-296.4427933037066, 410.90477113674115
-296.47376401059466, 410.8862377421809
-296.5932705101816, 410.8013025924584
-296.6143848191423, 410.7863097468207
-296.71926921205136, 410.70258612349875
-296.7856731301307, 410.65545413066593
-296.85698816969284, 410.5984460003249
-296.90975388417655, 410.5535104852741
-296.9855089464454, 410.48904189977964
-297.039668440053, 410.44299796237095
-297.08358580921447, 410.4003088371181
-297.08390726291884, 410.399947204097
-297.1893311036906, 410.29750263605524
-297.30049621732815, 410.18235779810385
